0,"2011.03.09_19:22:26_TAI"
1,"2011.03.09_19:32:11_TAI"
2,"2011.03.09_19:32:56_TAI"
3,"2011.03.09_19:42:41_TAI"
4,"2011.03.09_19:52:26_TAI"
5,"2011.03.09_20:02:11_TAI"
6,"2011.03.09_20:02:56_TAI"
7,"2011.03.09_20:12:41_TAI"
8,"2011.03.09_20:22:26_TAI"
9,"2011.03.09_20:32:11_TAI"
10,"2011.03.09_20:32:56_TAI"
11,"2011.03.09_20:42:41_TAI"
12,"2011.03.09_20:52:26_TAI"
13,"2011.03.09_21:02:11_TAI"
14,"2011.03.09_21:02:56_TAI"
15,"2011.03.09_21:12:41_TAI"
16,"2011.03.09_21:22:26_TAI"
17,"2011.03.09_21:32:11_TAI"
18,"2011.03.09_21:32:56_TAI"
19,"2011.03.09_21:42:41_TAI"
20,"2011.03.09_21:52:26_TAI"
21,"2011.03.09_22:02:11_TAI"
22,"2011.03.09_22:02:56_TAI"
23,"2011.03.09_22:12:41_TAI"
24,"2011.03.09_22:22:26_TAI"
25,"2011.03.09_22:24:41_TAI"
26,"2011.03.09_22:25:26_TAI"
27,"2011.03.09_22:26:11_TAI"
28,"2011.03.09_22:26:56_TAI"
29,"2011.03.09_22:27:41_TAI"
30,"2011.03.09_22:28:26_TAI"
31,"2011.03.09_22:29:11_TAI"
32,"2011.03.09_22:29:56_TAI"
33,"2011.03.09_22:30:41_TAI"
34,"2011.03.09_22:31:26_TAI"
35,"2011.03.09_22:32:11_TAI"
36,"2011.03.09_22:32:56_TAI"
37,"2011.03.09_22:33:41_TAI"
38,"2011.03.09_22:34:26_TAI"
39,"2011.03.09_22:35:11_TAI"
40,"2011.03.09_22:35:56_TAI"
41,"2011.03.09_22:36:41_TAI"
42,"2011.03.09_22:37:26_TAI"
43,"2011.03.09_22:38:11_TAI"
44,"2011.03.09_22:38:56_TAI"
45,"2011.03.09_22:39:41_TAI"
46,"2011.03.09_22:40:26_TAI"
47,"2011.03.09_22:41:11_TAI"
48,"2011.03.09_22:41:56_TAI"
49,"2011.03.09_22:42:41_TAI"
50,"2011.03.09_22:43:26_TAI"
51,"2011.03.09_22:44:11_TAI"
52,"2011.03.09_22:44:56_TAI"
53,"2011.03.09_22:45:41_TAI"
54,"2011.03.09_22:46:26_TAI"
55,"2011.03.09_22:47:11_TAI"
56,"2011.03.09_22:47:56_TAI"
57,"2011.03.09_22:48:41_TAI"
58,"2011.03.09_22:49:26_TAI"
59,"2011.03.09_22:50:11_TAI"
60,"2011.03.09_22:50:56_TAI"
61,"2011.03.09_22:51:41_TAI"
62,"2011.03.09_22:52:26_TAI"
63,"2011.03.09_22:53:11_TAI"
64,"2011.03.09_22:53:56_TAI"
65,"2011.03.09_22:54:41_TAI"
66,"2011.03.09_22:55:26_TAI"
67,"2011.03.09_22:56:11_TAI"
68,"2011.03.09_22:56:56_TAI"
69,"2011.03.09_22:57:41_TAI"
70,"2011.03.09_22:58:26_TAI"
71,"2011.03.09_22:59:11_TAI"
72,"2011.03.09_22:59:56_TAI"
73,"2011.03.09_23:00:41_TAI"
74,"2011.03.09_23:01:26_TAI"
75,"2011.03.09_23:02:11_TAI"
76,"2011.03.09_23:02:56_TAI"
77,"2011.03.09_23:03:41_TAI"
78,"2011.03.09_23:04:26_TAI"
79,"2011.03.09_23:05:11_TAI"
80,"2011.03.09_23:05:56_TAI"
81,"2011.03.09_23:06:41_TAI"
82,"2011.03.09_23:07:26_TAI"
83,"2011.03.09_23:08:11_TAI"
84,"2011.03.09_23:08:56_TAI"
85,"2011.03.09_23:09:41_TAI"
86,"2011.03.09_23:10:26_TAI"
87,"2011.03.09_23:11:11_TAI"
88,"2011.03.09_23:11:56_TAI"
89,"2011.03.09_23:12:41_TAI"
90,"2011.03.09_23:13:26_TAI"
91,"2011.03.09_23:14:11_TAI"
92,"2011.03.09_23:14:56_TAI"
93,"2011.03.09_23:15:41_TAI"
94,"2011.03.09_23:16:26_TAI"
95,"2011.03.09_23:17:11_TAI"
96,"2011.03.09_23:17:56_TAI"
97,"2011.03.09_23:18:41_TAI"
98,"2011.03.09_23:19:26_TAI"
99,"2011.03.09_23:20:11_TAI"
100,"2011.03.09_23:20:56_TAI"
101,"2011.03.09_23:21:41_TAI"
102,"2011.03.09_23:22:26_TAI"
103,"2011.03.09_23:23:11_TAI"
104,"2011.03.09_23:23:56_TAI"
105,"2011.03.09_23:24:41_TAI"
106,"2011.03.09_23:25:26_TAI"
107,"2011.03.09_23:26:11_TAI"
108,"2011.03.09_23:26:56_TAI"
109,"2011.03.09_23:27:41_TAI"
110,"2011.03.09_23:28:26_TAI"
111,"2011.03.09_23:29:11_TAI"
112,"2011.03.09_23:29:56_TAI"
113,"2011.03.09_23:30:41_TAI"
114,"2011.03.09_23:31:26_TAI"
115,"2011.03.09_23:32:11_TAI"
116,"2011.03.09_23:32:56_TAI"
117,"2011.03.09_23:33:41_TAI"
118,"2011.03.09_23:34:26_TAI"
119,"2011.03.09_23:35:11_TAI"
120,"2011.03.09_23:35:56_TAI"
121,"2011.03.09_23:36:41_TAI"
122,"2011.03.09_23:37:26_TAI"
123,"2011.03.09_23:38:11_TAI"
124,"2011.03.09_23:38:56_TAI"
125,"2011.03.09_23:39:41_TAI"
126,"2011.03.09_23:40:26_TAI"
127,"2011.03.09_23:41:11_TAI"
128,"2011.03.09_23:41:56_TAI"
129,"2011.03.09_23:42:41_TAI"
130,"2011.03.09_23:43:26_TAI"
131,"2011.03.09_23:44:11_TAI"
132,"2011.03.09_23:44:56_TAI"
133,"2011.03.09_23:45:41_TAI"
134,"2011.03.09_23:46:26_TAI"
135,"2011.03.09_23:47:11_TAI"
136,"2011.03.09_23:47:56_TAI"
137,"2011.03.09_23:48:41_TAI"
138,"2011.03.09_23:49:26_TAI"
